transaction_id,CLIENTNUM,transaction_datetime,amount,merchant_category,hour_of_day,is_foreign_transaction,distance_from_home_km,is_fraud
3805,778853358,2024-05-30 22:00:00,77.99,ATM Withdrawal,22,0,27.9,0
3806,778853358,2024-08-12 21:00:00,35.02,Electronics,21,0,16.4,0
3807,778853358,2024-09-29 19:00:00,48.33,Online Retail,19,0,3.9,0
3808,778853358,2024-06-25 09:00:00,115.6,Electronics,9,0,34.6,0
3809,778853358,2024-09-12 10:00:00,53.34,Jewelry,10,0,20.4,0
3810,778853358,2024-05-13 10:00:00,103.36,Travel,10,0,16.8,0
3811,778853358,2024-09-08 23:00:00,23.0,Gas Station,23,0,3.9,0
3812,711345258,2024-08-19 14:00:00,22.05,Jewelry,14,0,6.5,0
3813,711345258,2024-09-29 04:00:00,21.08,Restaurant,4,0,25.8,0
3814,711345258,2024-10-14 05:00:00,13.86,Online Retail,5,0,1.2,0
3815,711345258,2024-03-14 00:00:00,76.77,Grocery,0,0,6.5,0
3816,711345258,2024-12-18 15:00:00,44.79,Online Retail,15,0,36.8,0
3817,711345258,2024-12-08 23:00:00,17.38,Online Retail,23,0,1.4,0
3818,711345258,2024-11-23 01:00:00,80.94,Restaurant,1,0,11.0,0
3819,711345258,2024-01-26 12:00:00,37.62,Travel,12,1,1002.4,0
3820,711345258,2024-08-23 08:00:00,48.41,Electronics,8,0,7.0,0
3821,711345258,2024-09-02 19:00:00,45.99,Electronics,19,0,1.7,0
3822,711345258,2024-01-03 03:00:00,47.65,Utility Bill,3,0,13.1,0
3823,711345258,2024-11-04 05:00:00,47.56,Gas Station,5,0,1.9,0
3824,711345258,2024-10-04 09:00:00,30.6,Online Retail,9,0,18.8,0
3825,711345258,2024-12-06 20:00:00,79.42,Jewelry,20,0,2.2,0
3826,711345258,2024-02-22 21:00:00,59.71,Jewelry,21,0,62.4,0
3827,711345258,2024-03-26 06:00:00,18.25,ATM Withdrawal,6,0,1.6,0
3828,711345258,2024-12-02 21:00:00,74.89,Electronics,21,0,26.5,0
3829,711345258,2024-09-28 03:00:00,83.66,Jewelry,3,0,11.4,0
3830,711345258,2024-04-09 20:00:00,43.32,Gas Station,20,0,3.0,0
3831,711345258,2024-09-01 00:00:00,43.11,Online Retail,0,0,16.5,0
3832,711345258,2024-04-27 15:00:00,110.37,Utility Bill,15,0,39.6,0
3833,714363858,2024-08-04 22:00:00,46.62,Travel,22,0,9.3,0
3834,714363858,2024-08-09 23:00:00,81.27,Online Retail,23,0,12.4,0
3835,714363858,2024-08-27 12:00:00,75.82,Restaurant,12,0,25.2,0
3836,714363858,2024-02-02 15:00:00,30.8,Gas Station,15,0,12.7,0
3837,714363858,2024-12-07 16:00:00,19.51,Electronics,16,0,50.8,0
3838,714363858,2024-06-13 01:00:00,53.87,Grocery,1,0,1.2,0
3839,714363858,2024-04-17 18:00:00,58.45,Grocery,18,0,13.5,0
3840,714363858,2024-12-21 09:00:00,132.31,ATM Withdrawal,9,0,6.8,0
3841,708998583,2024-05-23 13:00:00,31.07,Online Retail,13,0,14.9,0
3842,708998583,2024-08-28 17:00:00,83.95,Travel,17,0,45.7,0
3843,708998583,2024-12-28 05:00:00,68.67,Utility Bill,5,0,4.4,0
3844,708998583,2024-06-30 07:00:00,200.04,ATM Withdrawal,7,0,0.0,0
3845,708998583,2024-10-01 22:00:00,50.21,Gas Station,22,0,27.6,0
3846,708998583,2024-10-04 23:00:00,115.74,Electronics,23,0,1.7,0
3847,708998583,2024-04-24 20:00:00,83.07,ATM Withdrawal,20,0,24.8,0
3848,708998583,2024-03-04 22:00:00,37.18,Travel,22,0,15.2,0
3849,708998583,2024-03-24 22:00:00,87.05,Jewelry,22,0,29.5,0
3850,708998583,2024-10-26 17:00:00,77.8,Grocery,17,0,6.6,0
3851,708998583,2024-04-29 22:00:00,123.26,Gas Station,22,0,29.0,0
3852,708998583,2024-10-11 23:00:00,47.06,Gas Station,23,1,66.0,0
3853,708998583,2024-03-21 04:00:00,13.22,Gas Station,4,0,7.6,0
3854,708998583,2024-11-25 19:00:00,38.58,Gas Station,19,0,31.4,0
3855,708998583,2024-05-10 02:00:00,46.76,Utility Bill,2,0,38.0,0
3856,708998583,2024-10-15 03:00:00,21.41,Restaurant,3,0,2.4,0
3857,708998583,2024-02-01 08:00:00,130.15,Grocery,8,1,358.0,0
3858,708998583,2024-04-09 03:00:00,95.25,Online Retail,3,0,29.5,0
3859,708998583,2024-01-24 04:00:00,106.92,Gas Station,4,0,27.9,0
3860,708998583,2024-06-14 19:00:00,23.41,Utility Bill,19,0,1.3,0
3861,708998583,2024-03-23 16:00:00,39.81,Travel,16,0,19.0,0
3862,719020983,2024-06-18 22:00:00,35.4,Restaurant,22,0,33.4,0
3863,719020983,2024-01-05 07:00:00,20.95,Jewelry,7,0,9.5,0
3864,719020983,2024-04-30 11:00:00,44.29,Travel,11,0,119.8,0
3865,719020983,2024-04-11 00:00:00,69.09,Utility Bill,0,0,3.2,0
3866,719020983,2024-08-29 15:00:00,12.4,Online Retail,15,0,24.7,0
3867,719020983,2024-04-15 05:00:00,29.88,Electronics,5,0,16.9,0
3868,719020983,2024-01-24 15:00:00,21.41,Travel,15,0,10.0,0
3869,719020983,2024-04-21 12:00:00,36.39,Utility Bill,12,0,15.3,0
3870,719020983,2024-10-06 05:00:00,11.58,Restaurant,5,0,6.0,0
3871,719020983,2024-10-19 03:00:00,55.76,Electronics,3,0,15.1,0
3872,719020983,2024-08-29 12:00:00,52.12,ATM Withdrawal,12,0,22.7,0
3873,719020983,2024-01-19 12:00:00,63.63,Jewelry,12,0,3.9,0
3874,709094358,2024-11-10 06:00:00,324.24,Electronics,6,0,39.5,0
3875,709094358,2024-12-10 11:00:00,71.71,ATM Withdrawal,11,0,4.6,0
3876,709094358,2024-11-29 14:00:00,227.69,Grocery,14,0,2.3,0
3877,709094358,2024-09-05 17:00:00,126.08,Restaurant,17,0,49.6,0
3878,709094358,2024-09-27 12:00:00,109.34,Gas Station,12,0,12.1,0
3879,709094358,2024-12-20 08:00:00,112.52,Grocery,8,0,22.1,0
3880,709094358,2024-08-05 15:00:00,105.97,Gas Station,15,0,57.5,0
3881,709094358,2024-02-08 19:00:00,299.06,Utility Bill,19,0,21.2,0
3882,709094358,2024-11-27 14:00:00,134.49,Grocery,14,0,2.0,0
3883,709094358,2024-09-17 23:00:00,176.75,ATM Withdrawal,23,0,35.4,0
3884,709094358,2024-10-18 10:00:00,362.66,Restaurant,10,0,3.1,0
3885,709094358,2024-04-29 02:00:00,119.59,Jewelry,2,0,5.5,0
3886,709094358,2024-10-30 00:00:00,192.96,Online Retail,0,0,0.5,0
3887,709094358,2024-11-13 00:00:00,116.39,ATM Withdrawal,0,1,1840.5,1
3888,709094358,2024-07-22 04:00:00,294.23,Jewelry,4,0,4.5,0
3889,709094358,2024-02-13 02:00:00,108.21,Gas Station,2,0,3.6,0
3890,709094358,2024-12-18 21:00:00,260.73,Grocery,21,0,1.2,0
3891,709094358,2024-11-08 05:00:00,96.23,Travel,5,0,6.0,0
3892,709094358,2024-09-10 07:00:00,147.58,Utility Bill,7,0,11.1,0
3893,709094358,2024-10-09 02:00:00,336.84,Travel,2,0,6.0,0
3894,709094358,2024-01-11 17:00:00,240.02,Grocery,17,0,41.7,0
3895,709094358,2024-03-14 12:00:00,331.33,Electronics,12,0,8.2,0
3896,712845258,2024-08-08 02:00:00,49.97,Gas Station,2,1,236.4,0
3897,712845258,2024-11-02 06:00:00,54.89,ATM Withdrawal,6,1,334.9,1
3898,712845258,2024-01-29 15:00:00,73.4,Online Retail,15,1,149.6,0
3899,712845258,2024-09-27 10:00:00,42.78,Utility Bill,10,0,0.5,0
3900,712845258,2024-09-29 18:00:00,59.43,Utility Bill,18,0,20.7,0
3901,712845258,2024-08-24 09:00:00,53.2,ATM Withdrawal,9,0,20.5,0
3902,712845258,2024-02-11 20:00:00,44.09,Electronics,20,0,4.9,0
3903,712845258,2024-06-12 23:00:00,38.66,Online Retail,23,0,32.2,0
3904,712845258,2024-03-15 15:00:00,249.59,Gas Station,15,0,0.1,0
3905,712845258,2024-09-05 08:00:00,92.15,Jewelry,8,0,20.3,0
3906,712845258,2024-09-08 00:00:00,62.13,Electronics,0,0,1.5,0
3907,712845258,2024-12-13 10:00:00,100.58,Grocery,10,0,5.8,0
3908,712845258,2024-02-12 08:00:00,22.66,Online Retail,8,0,13.7,0
3909,712845258,2024-09-10 23:00:00,38.03,Online Retail,23,0,27.4,0
3910,712845258,2024-02-20 07:00:00,47.83,Utility Bill,7,0,6.1,0
3911,712845258,2024-02-26 18:00:00,65.56,Utility Bill,18,0,5.9,0
3912,712845258,2024-10-30 19:00:00,31.96,Online Retail,19,0,5.5,0
3913,720075558,2024-04-24 13:00:00,46.52,Online Retail,13,0,14.0,0
3914,720075558,2024-10-07 07:00:00,63.47,Gas Station,7,0,8.9,0
3915,720075558,2024-03-21 00:00:00,22.11,Jewelry,0,0,0.6,0
3916,720075558,2024-05-25 00:00:00,63.89,Utility Bill,0,0,4.6,0
3917,720075558,2024-07-22 19:00:00,84.13,Restaurant,19,0,17.2,0
3918,720075558,2024-12-28 07:00:00,74.6,Electronics,7,0,7.5,0
3919,720075558,2024-12-26 12:00:00,20.08,Restaurant,12,0,21.4,0
3920,720075558,2024-11-05 01:00:00,51.47,Travel,1,0,33.5,0
3921,720075558,2024-02-21 08:00:00,105.49,Travel,8,0,1.2,0
3922,720075558,2024-04-24 05:00:00,154.77,Gas Station,5,0,30.8,0
3923,720075558,2024-01-31 01:00:00,25.88,Utility Bill,1,0,0.3,0
3924,720075558,2024-08-06 04:00:00,131.63,Travel,4,0,94.2,1
3925,720075558,2024-04-19 05:00:00,71.57,Restaurant,5,0,0.3,0
3926,720075558,2024-02-29 06:00:00,36.49,Jewelry,6,0,14.3,0
3927,720075558,2024-10-31 00:00:00,74.98,Travel,0,0,1.9,0
3928,720075558,2024-03-01 15:00:00,32.73,Utility Bill,15,0,44.1,0
3929,720989133,2024-01-26 01:00:00,34.33,Grocery,1,0,5.3,0
3930,720989133,2024-04-15 11:00:00,85.07,Electronics,11,0,23.2,0
3931,720989133,2024-01-14 03:00:00,126.85,Jewelry,3,0,12.1,0
3932,720989133,2024-11-10 22:00:00,53.04,Jewelry,22,0,6.0,0
3933,720989133,2024-03-24 06:00:00,43.98,Travel,6,0,16.7,0
3934,720989133,2024-09-09 19:00:00,20.87,Travel,19,0,9.9,0
3935,720989133,2024-04-05 05:00:00,90.54,Travel,5,0,17.5,0
3936,720989133,2024-12-25 05:00:00,69.72,Jewelry,5,0,25.3,0
3937,720989133,2024-01-10 09:00:00,52.94,Jewelry,9,0,11.5,0
3938,720989133,2024-11-25 15:00:00,25.73,Gas Station,15,0,4.3,0
3939,720989133,2024-09-07 14:00:00,156.85,Electronics,14,0,0.3,0
3940,720989133,2024-02-19 14:00:00,47.65,Restaurant,14,0,1.4,0
3941,720989133,2024-03-30 02:00:00,56.15,Gas Station,2,0,19.1,0
3942,720989133,2024-06-11 05:00:00,58.7,Gas Station,5,0,2.4,0
3943,720989133,2024-10-31 09:00:00,39.45,Electronics,9,0,7.0,0
3944,720989133,2024-07-06 11:00:00,174.14,Travel,11,0,3.3,0
3945,720989133,2024-04-15 12:00:00,29.2,Electronics,12,0,3.0,0
3946,720989133,2024-02-12 10:00:00,63.69,ATM Withdrawal,10,0,12.1,0
3947,720989133,2024-09-06 06:00:00,31.61,ATM Withdrawal,6,0,22.9,0
3948,720989133,2024-10-17 18:00:00,71.92,Grocery,18,0,14.1,0
3949,821351958,2024-07-17 05:00:00,93.88,Electronics,5,0,37.9,0
3950,821351958,2024-07-26 09:00:00,64.76,Gas Station,9,0,13.9,0
3951,821351958,2024-08-08 13:00:00,45.43,Jewelry,13,0,19.1,0
3952,821351958,2024-05-27 23:00:00,112.3,Electronics,23,0,15.2,0
3953,821351958,2024-12-02 20:00:00,50.41,Utility Bill,20,0,7.0,0
3954,821351958,2024-01-05 20:00:00,125.49,Travel,20,0,26.1,0
3955,821351958,2024-06-16 02:00:00,61.01,Travel,2,0,5.5,0
3956,821351958,2024-03-21 13:00:00,119.84,Travel,13,0,3.4,0
3957,821351958,2024-01-27 21:00:00,192.47,Utility Bill,21,0,22.6,0
3958,821351958,2024-09-26 20:00:00,71.57,Travel,20,0,17.4,0
3959,821351958,2024-05-24 12:00:00,93.59,Restaurant,12,1,2.0,0
3960,821351958,2024-06-21 19:00:00,46.53,Gas Station,19,0,17.9,0
3961,821351958,2024-03-24 19:00:00,93.93,Restaurant,19,0,3.4,0
3962,719517258,2024-06-13 23:00:00,34.2,Grocery,23,0,7.6,0
3963,719517258,2024-11-26 01:00:00,160.51,Grocery,1,0,28.7,0
3964,719517258,2024-04-07 11:00:00,41.84,Travel,11,0,13.8,0
3965,719517258,2024-03-26 13:00:00,29.5,Electronics,13,0,21.8,0
3966,719517258,2024-06-29 15:00:00,33.3,Travel,15,0,9.8,0
3967,719517258,2024-07-11 06:00:00,49.83,Gas Station,6,0,4.6,0
3968,719517258,2024-02-07 05:00:00,36.98,Jewelry,5,0,0.1,0
3969,719517258,2024-07-19 01:00:00,36.44,Restaurant,1,0,136.9,0
3970,719517258,2024-09-16 19:00:00,113.08,ATM Withdrawal,19,0,19.7,0
3971,719517258,2024-05-14 00:00:00,30.03,Travel,0,1,268.7,0
3972,719517258,2024-10-28 00:00:00,33.85,Restaurant,0,0,12.0,0
3973,719517258,2024-05-18 04:00:00,27.68,Electronics,4,0,4.5,0
3974,719517258,2024-05-30 04:00:00,25.01,Travel,4,0,10.4,0
3975,719517258,2024-10-04 03:00:00,73.14,Online Retail,3,1,71.8,1
3976,719517258,2024-08-23 21:00:00,27.16,Online Retail,21,0,36.0,0
3977,719517258,2024-09-06 17:00:00,52.12,Jewelry,17,0,11.9,0
3978,715259583,2024-07-16 15:00:00,42.17,Online Retail,15,0,0.8,0
3979,715259583,2024-06-16 18:00:00,36.9,ATM Withdrawal,18,0,2.8,0
3980,715259583,2024-11-14 18:00:00,51.15,Travel,18,0,19.9,0
3981,715259583,2024-03-09 15:00:00,21.04,Gas Station,15,0,12.8,0
3982,715259583,2024-10-18 14:00:00,38.42,Grocery,14,0,7.4,0
3983,715259583,2024-05-20 12:00:00,29.14,Online Retail,12,0,0.9,0
3984,715259583,2024-01-11 04:00:00,43.57,Online Retail,4,0,44.6,0
3985,715259583,2024-10-28 00:00:00,64.98,Electronics,0,0,0.3,0
3986,715259583,2024-12-14 14:00:00,15.41,Travel,14,0,7.3,0
3987,708590658,2024-12-10 08:00:00,24.31,Online Retail,8,0,14.2,0
3988,708590658,2024-10-02 02:00:00,75.09,Jewelry,2,0,26.8,1
3989,708590658,2024-09-05 14:00:00,42.7,Restaurant,14,0,8.8,0
3990,708590658,2024-02-22 19:00:00,45.7,Online Retail,19,0,7.5,0
3991,708590658,2024-02-15 22:00:00,34.0,Jewelry,22,0,27.6,0
3992,708590658,2024-06-05 00:00:00,44.06,ATM Withdrawal,0,0,10.8,0
3993,708590658,2024-07-24 22:00:00,51.17,Electronics,22,0,1.4,0
3994,708590658,2024-02-23 06:00:00,21.58,Restaurant,6,0,50.1,0
3995,708590658,2024-04-25 07:00:00,88.74,Gas Station,7,0,6.0,0
3996,708590658,2024-05-03 13:00:00,37.01,Restaurant,13,0,3.3,0
3997,772103208,2024-09-21 19:00:00,49.31,Jewelry,19,0,2.9,0
3998,772103208,2024-01-16 07:00:00,16.86,Electronics,7,0,5.6,0
3999,772103208,2024-08-18 22:00:00,97.97,Travel,22,0,11.6,0
4000,772103208,2024-03-05 03:00:00,100.34,Online Retail,3,0,12.4,0
4001,772103208,2024-01-07 10:00:00,57.67,Jewelry,10,0,0.4,0
4002,772103208,2024-05-20 07:00:00,50.48,ATM Withdrawal,7,0,24.9,0
4003,772103208,2024-12-05 22:00:00,49.19,ATM Withdrawal,22,0,16.9,0
4004,772103208,2024-07-11 17:00:00,112.19,ATM Withdrawal,17,0,14.3,0
4005,772103208,2024-12-23 05:00:00,23.53,Gas Station,5,0,21.2,0
4006,772103208,2024-10-09 04:00:00,49.04,Restaurant,4,0,8.0,0
4007,772103208,2024-03-24 22:00:00,19.12,Restaurant,22,0,35.3,0
4008,772103208,2024-02-28 14:00:00,38.85,Grocery,14,0,4.0,0
4009,772103208,2024-08-25 03:00:00,31.61,ATM Withdrawal,3,0,0.9,0
4010,772103208,2024-05-08 21:00:00,88.04,Travel,21,0,3.7,0
4011,772103208,2024-05-17 05:00:00,78.5,Grocery,5,0,4.4,0
4012,772103208,2024-01-29 11:00:00,79.62,Jewelry,11,0,10.3,0
4013,772103208,2024-09-19 05:00:00,19.24,Travel,5,0,89.3,0
4014,772103208,2024-02-17 09:00:00,69.89,Gas Station,9,0,1.3,0
4015,772103208,2024-03-13 16:00:00,101.74,Restaurant,16,0,3.1,0
4016,717038733,2024-08-04 19:00:00,43.64,Gas Station,19,0,20.4,0
4017,717038733,2024-01-06 11:00:00,36.98,Travel,11,0,9.8,0
4018,717038733,2024-11-13 01:00:00,39.65,Online Retail,1,0,2.4,0
4019,717038733,2024-09-27 09:00:00,36.59,Jewelry,9,0,19.5,0
4020,717038733,2024-07-15 17:00:00,13.25,Grocery,17,0,1.7,0
4021,717038733,2024-09-17 01:00:00,23.06,Travel,1,0,6.1,0
4022,717038733,2024-12-24 22:00:00,31.14,ATM Withdrawal,22,0,16.3,0
4023,717038733,2024-09-05 23:00:00,85.27,Grocery,23,0,28.2,0
4024,717038733,2024-07-07 14:00:00,44.5,Jewelry,14,0,32.5,0
4025,771359958,2024-11-16 07:00:00,35.81,Online Retail,7,0,1.8,0
4026,771359958,2024-03-26 14:00:00,53.4,Utility Bill,14,0,7.7,0
4027,771359958,2024-09-19 13:00:00,41.92,Gas Station,13,0,9.7,0
4028,771359958,2024-09-17 04:00:00,45.58,Travel,4,0,6.3,0
4029,771359958,2024-07-30 17:00:00,22.54,ATM Withdrawal,17,1,1252.2,0
4030,771359958,2024-12-03 19:00:00,22.91,Travel,19,0,1.9,0
4031,771359958,2024-04-10 03:00:00,26.35,Gas Station,3,0,7.4,0
4032,771359958,2024-02-22 23:00:00,56.18,Restaurant,23,0,13.3,0
4033,771359958,2024-10-13 07:00:00,74.86,Grocery,7,0,4.2,0
4034,771359958,2024-08-21 06:00:00,20.03,Electronics,6,0,9.5,0
4035,714086133,2024-08-01 17:00:00,93.36,Travel,17,0,10.6,0
4036,714086133,2024-03-21 12:00:00,26.32,Online Retail,12,1,710.5,0
4037,714086133,2024-11-19 08:00:00,45.95,Jewelry,8,0,4.5,0
4038,714086133,2024-09-09 12:00:00,66.74,Travel,12,0,17.8,0
4039,714086133,2024-01-26 11:00:00,20.63,Utility Bill,11,0,25.4,0
4040,714086133,2024-05-14 16:00:00,35.69,ATM Withdrawal,16,0,9.5,0
4041,714086133,2024-03-15 20:00:00,31.88,Electronics,20,0,40.1,0
4042,714086133,2024-11-02 06:00:00,55.41,Utility Bill,6,0,25.6,0
4043,714086133,2024-05-20 07:00:00,155.34,Gas Station,7,0,6.2,0
4044,714086133,2024-07-25 10:00:00,66.05,Electronics,10,0,6.0,0
4045,714086133,2024-09-23 06:00:00,96.63,Travel,6,0,11.7,0
4046,714086133,2024-06-29 10:00:00,40.04,Restaurant,10,0,27.5,0
4047,714086133,2024-09-06 15:00:00,35.87,Electronics,15,0,3.5,0
4048,714086133,2024-12-20 08:00:00,130.01,Restaurant,8,0,63.6,0
4049,714086133,2024-07-30 10:00:00,72.12,Grocery,10,0,15.4,0
4050,714086133,2024-12-13 23:00:00,16.78,Travel,23,0,2.4,0
4051,714086133,2024-01-02 06:00:00,101.5,Travel,6,0,22.1,0
4052,714086133,2024-02-22 05:00:00,167.96,Restaurant,5,0,8.3,0
4053,714086133,2024-04-30 07:00:00,32.91,Travel,7,0,8.3,0
4054,714086133,2024-02-15 15:00:00,33.27,Utility Bill,15,0,10.0,0
4055,719398158,2024-07-25 00:00:00,60.57,Gas Station,0,0,14.9,0
4056,719398158,2024-06-02 19:00:00,90.92,Utility Bill,19,0,7.9,0
4057,719398158,2024-10-02 08:00:00,37.49,Jewelry,8,0,6.8,0
4058,719398158,2024-05-16 00:00:00,77.72,Electronics,0,0,18.7,0
4059,719398158,2024-08-27 01:00:00,52.99,Restaurant,1,0,4.5,0
4060,719398158,2024-01-17 02:00:00,28.28,ATM Withdrawal,2,0,4.7,0
4061,719398158,2024-09-19 00:00:00,60.3,Online Retail,0,0,4.9,0
4062,719398158,2024-01-26 17:00:00,66.25,Online Retail,17,0,6.9,0
4063,719398158,2024-12-18 04:00:00,47.19,Restaurant,4,0,9.2,0
4064,719398158,2024-07-25 01:00:00,134.5,Grocery,1,0,30.3,0
4065,719398158,2024-04-12 17:00:00,57.94,Utility Bill,17,0,16.6,0
4066,719398158,2024-07-21 07:00:00,44.78,Utility Bill,7,0,1.3,0
4067,719398158,2024-11-03 03:00:00,109.97,Online Retail,3,0,2.3,0
4068,719398158,2024-12-15 17:00:00,132.03,Restaurant,17,0,5.0,0
4069,719398158,2024-07-08 13:00:00,41.56,Jewelry,13,0,6.2,0
4070,719398158,2024-03-01 14:00:00,53.93,Electronics,14,0,0.7,0
4071,719398158,2024-01-14 00:00:00,51.32,Travel,0,0,40.3,0
4072,719398158,2024-10-10 17:00:00,124.81,Restaurant,17,0,12.8,0
4073,719398158,2024-10-10 21:00:00,74.5,Utility Bill,21,0,0.6,0
4074,771872733,2024-09-25 20:00:00,91.33,Utility Bill,20,0,7.0,0
4075,771872733,2024-05-14 08:00:00,55.5,Travel,8,0,27.8,0
4076,771872733,2024-12-02 04:00:00,30.85,ATM Withdrawal,4,0,18.1,0
4077,771872733,2024-03-09 06:00:00,43.05,ATM Withdrawal,6,0,11.6,0
4078,771872733,2024-06-21 04:00:00,109.98,Restaurant,4,0,11.2,0
4079,771872733,2024-09-16 14:00:00,132.82,Online Retail,14,0,33.5,0
4080,771872733,2024-04-04 06:00:00,170.73,Utility Bill,6,0,6.8,0
4081,771872733,2024-11-09 03:00:00,94.48,Gas Station,3,0,22.5,0
4082,771872733,2024-09-29 04:00:00,60.74,Jewelry,4,0,5.3,0
4083,771872733,2024-11-24 10:00:00,305.56,Jewelry,10,0,7.3,0
4084,771872733,2024-05-16 09:00:00,138.17,Electronics,9,0,26.9,0
4085,771872733,2024-12-25 15:00:00,42.48,Travel,15,0,18.3,0
4086,771872733,2024-08-23 14:00:00,30.98,Electronics,14,0,0.9,0
4087,771872733,2024-12-15 21:00:00,89.47,Travel,21,0,6.7,0
4088,771872733,2024-07-31 05:00:00,35.09,Travel,5,0,15.7,0
4089,771872733,2024-04-27 10:00:00,119.62,Grocery,10,0,19.7,0
4090,771872733,2024-12-12 02:00:00,38.8,Jewelry,2,0,18.3,0
4091,710496708,2024-01-13 04:00:00,171.35,Electronics,4,0,63.5,0
4092,710496708,2024-03-29 08:00:00,119.49,Restaurant,8,0,2.0,0
4093,710496708,2024-02-22 18:00:00,53.65,Travel,18,0,16.4,0
4094,710496708,2024-08-02 07:00:00,66.9,Utility Bill,7,0,28.3,0
4095,710496708,2024-10-28 16:00:00,20.89,Electronics,16,0,0.8,0
4096,710496708,2024-07-02 06:00:00,21.07,Restaurant,6,0,0.8,0
4097,710496708,2024-11-15 13:00:00,22.28,Utility Bill,13,0,11.3,0
4098,710496708,2024-12-09 18:00:00,40.22,Online Retail,18,0,9.6,0
4099,710496708,2024-02-06 18:00:00,28.59,Restaurant,18,0,14.7,0
4100,710496708,2024-07-21 14:00:00,87.91,ATM Withdrawal,14,0,9.1,0
4101,710496708,2024-08-06 13:00:00,56.21,ATM Withdrawal,13,0,15.6,0
4102,710496708,2024-08-07 17:00:00,59.45,Gas Station,17,0,0.2,0
4103,710496708,2024-05-12 09:00:00,113.06,ATM Withdrawal,9,1,277.3,0
4104,710496708,2024-02-02 06:00:00,205.38,ATM Withdrawal,6,0,11.2,0
4105,710496708,2024-09-04 18:00:00,42.86,Electronics,18,0,4.5,0
4106,710496708,2024-02-05 18:00:00,140.01,Travel,18,0,2.7,0
4107,713976258,2024-05-25 22:00:00,102.1,Travel,22,0,22.2,0
4108,713976258,2024-10-06 02:00:00,23.63,Jewelry,2,0,6.5,0
4109,713976258,2024-11-10 08:00:00,26.78,Travel,8,0,2.2,0
4110,713976258,2024-11-02 06:00:00,54.54,Grocery,6,0,1.4,0
4111,713976258,2024-04-11 20:00:00,41.88,Utility Bill,20,0,9.5,0
4112,713976258,2024-09-14 17:00:00,18.43,Jewelry,17,0,0.0,0
4113,713976258,2024-02-09 05:00:00,32.13,Electronics,5,0,8.1,0
4114,713976258,2024-05-24 18:00:00,48.27,Electronics,18,0,0.4,0
4115,713976258,2024-02-01 16:00:00,81.88,Restaurant,16,0,13.3,0
4116,713976258,2024-09-04 07:00:00,27.84,Jewelry,7,0,2.0,0
4117,713976258,2024-11-29 08:00:00,103.03,Electronics,8,0,15.0,1
4118,713976258,2024-03-29 02:00:00,14.39,Jewelry,2,0,49.4,1
4119,713976258,2024-07-31 01:00:00,111.18,Travel,1,0,3.5,0
4120,713976258,2024-11-27 05:00:00,25.71,Gas Station,5,0,16.4,0
4121,713976258,2024-03-31 08:00:00,66.85,Restaurant,8,0,14.4,0
4122,720706008,2024-12-05 12:00:00,51.74,Travel,12,0,26.3,0
4123,720706008,2024-03-22 04:00:00,7.44,Jewelry,4,0,2.1,0
4124,720706008,2024-02-12 17:00:00,68.77,Online Retail,17,0,2.7,0
4125,720706008,2024-05-08 06:00:00,35.62,Online Retail,6,0,36.1,0
4126,720706008,2024-02-17 00:00:00,6.22,Restaurant,0,0,30.2,0
4127,720706008,2024-08-03 01:00:00,25.48,Online Retail,1,0,4.1,0
4128,720706008,2024-03-23 13:00:00,53.24,Restaurant,13,0,29.8,0
4129,720706008,2024-11-21 18:00:00,43.23,Online Retail,18,0,23.1,0
4130,720706008,2024-11-14 13:00:00,67.98,Utility Bill,13,0,12.3,0
4131,720706008,2024-09-20 04:00:00,40.61,Travel,4,0,6.2,0
4132,720706008,2024-09-24 15:00:00,12.49,Grocery,15,0,0.3,0
4133,720706008,2024-05-29 07:00:00,72.23,Utility Bill,7,0,4.0,0
4134,720706008,2024-07-07 17:00:00,66.65,ATM Withdrawal,17,0,24.0,0
4135,720706008,2024-10-19 07:00:00,32.94,Utility Bill,7,0,0.0,0
4136,720706008,2024-11-20 15:00:00,93.92,Travel,15,0,19.7,0
4137,720706008,2024-04-30 15:00:00,21.45,Restaurant,15,0,7.8,0
4138,720706008,2024-07-06 16:00:00,30.42,Online Retail,16,0,6.2,0
4139,711746133,2024-02-11 21:00:00,146.51,Online Retail,21,0,18.4,0
4140,711746133,2024-08-12 22:00:00,50.97,Jewelry,22,0,7.3,0
4141,711746133,2024-01-28 05:00:00,99.8,Restaurant,5,0,1.2,0
4142,711746133,2024-06-04 17:00:00,118.58,Electronics,17,0,5.8,0
4143,711746133,2024-03-13 23:00:00,31.06,Gas Station,23,0,36.3,0
4144,711746133,2024-07-27 08:00:00,147.7,Gas Station,8,0,1.0,0
4145,711746133,2024-03-03 15:00:00,169.86,ATM Withdrawal,15,0,7.3,0
4146,711746133,2024-09-29 07:00:00,251.41,Restaurant,7,0,8.2,0
4147,711746133,2024-12-15 06:00:00,296.05,ATM Withdrawal,6,0,3.7,0
4148,711746133,2024-02-24 08:00:00,61.06,Travel,8,0,16.8,0
4149,711746133,2024-04-28 14:00:00,35.11,Travel,14,0,35.3,0
4150,711746133,2024-05-01 12:00:00,82.91,Travel,12,0,20.7,0
4151,711746133,2024-01-15 19:00:00,241.12,Gas Station,19,0,6.9,0
4152,711746133,2024-12-22 02:00:00,60.72,Electronics,2,0,12.3,0
